dms_orig,dms_dest,dms_mode,sctg2,tons_2015,value_2015
20,51,5,13,21.1216,12.8943
20,53,5,13,10.8344,3.8709
20,55,1,13,70.0525,9.7957
20,55,2,13,19.3253,0.4231
20,56,1,13,14.0534,0.4325
21,1,1,13,5.0438,0.1379
21,12,1,13,2.0194,0.3285
21,13,1,13,5.3547,0.227
21,13,5,13,0.1892,0.315
21,17,1,13,46.4076,3.3803
21,18,1,13,12.2709,8.4104
21,21,1,13,111.8895,22.5827
21,22,1,13,20.4096,13.5207
21,24,1,13,8.9754,0.6979
21,25,2,13,6.1388,1.0718
21,26,1,13,3.2615,0.2812
21,27,1,13,1.6758,0.7686
21,27,5,13,0.015,0.0345
21,29,1,13,1.9362,1.6003
21,32,5,13,0.2674,0.2387
21,35,1,13,0.7338,0.299
21,35,5,13,0.0529,0.2149
21,36,1,13,18.9258,0.0362
21,37,5,13,0.349,0.3985
21,39,1,13,9.2925,0.832
21,39,5,13,0.4292,0.335
21,40,1,13,0.0072,0.0089
21,42,1,13,22.3481,5.4407
21,45,1,13,18.0428,0.8698
21,45,5,13,0.1013,0.6255
21,47,1,13,8.227,0.9615
21,48,1,13,17.5643,1.9585
21,48,5,13,0.3619,0.0173
21,51,1,13,3.0918,1.7566
21,53,1,13,7.0827,4.9012
21,55,1,13,0.0031,0.0377
22,1,1,13,16.1555,6.2739
22,1,3,13,40.8261,0.7547
22,5,1,13,2.7335,2.4106
22,12,1,13,1.0395,0.9839
22,13,1,13,15.0857,1.2884
22,17,1,13,0.3473,0.1038
22,17,3,13,518.0458,18.732
22,17,5,13,101.1387,3.9646
22,18,1,13,0.3105,0.4869
22,18,3,13,187.2068,7.3873
22,19,3,13,111.7704,1.8461
22,21,3,13,448.0523,12.6038
22,22,1,13,945.7947,47.9264
22,22,3,13,149.1409,4.3147
22,27,3,13,1387.4188,36.1418
22,28,1,13,12.1794,1.1036
22,28,3,13,179.6926,5.7826
22,29,1,13,0.0429,2.186
22,29,3,13,334.7375,13.9305
22,39,1,13,0.0004,1.847
22,39,3,13,700.2986,16.2595
22,40,1,13,0.6973,2.5419
22,42,1,13,3.9676,9.0522
22,42,3,13,152.5448,3.7678
22,42,5,13,0.3035,0.0038
22,45,1,13,0.815,0.7421
22,45,5,13,0.0003,0.0953
22,47,1,13,2.2338,2.3677
22,47,3,13,311.8379,6.0499
22,48,1,13,57.3224,50.6587
22,48,5,13,0.0137,0.0005
22,54,3,13,236.61,7.49
22,55,1,13,5.0506,1.7882
22,55,3,13,184.8311,3.467
23,23,1,13,1924.356,226.5956
23,23,2,13,268.0209,53.1612
23,23,5,13,0.0317,0.0156
23,33,1,13,0.2811,0.8571
24,10,1,13,35.9261,0.5483
24,23,5,13,0.1215,0.1911
24,24,1,13,4403.4323,113.0955
24,24,5,13,2.2086,24.0849
24,25,5,13,0.1721,0.0005
24,30,5,13,0.0351,0.025
24,33,5,13,0.0001,0.0037
24,37,5,13,0.0001,0.003
24,42,1,13,64.5567,1.3341
24,51,1,13,1.2882,0.3768
25,5,5,13,0.0003,4.6208
25,9,1,13,3.9421,2.6279
25,9,5,13,0.2133,0.3389
25,13,5,13,0.0002,6.0919
25,17,5,13,0.2729,9.2984
25,18,5,13,0.0002,2.1163
25,19,5,13,0.0001,27.8364
25,20,5,13,0.0001,7.244
25,23,1,13,2.3401,1.2172
25,24,5,13,0.4396,1.2028
25,25,1,13,297.9963,19.4224
25,25,5,13,0.2246,0.2389
25,26,5,13,0.0005,18.3619
25,27,1,13,0.0002,9.2404
25,27,5,13,0.0002,10.2455
25,29,5,13,0.0001,0.1489
25,33,1,13,1.2309,1.1903
25,33,5,13,0.3009,6.8223
25,34,5,13,0.0001,8.0269
25,36,1,13,4.3023,3.1319
25,36,5,13,0.0214,1.6267
25,37,1,13,0.2313,0.5774
25,37,5,13,0.1963,1.9024
25,39,1,13,0.1829,0.0008
25,39,5,13,0.1504,8.981
25,42,1,13,14.4516,2.0292
25,42,5,13,0.1063,4.9385
25,44,1,13,6.5981,0.4001
25,44,5,13,0.0253,0.0001
25,45,5,13,0.0004,16.4716
25,47,4,13,0.012419,3.2756
25,47,5,13,0.00018117,4.5864
25,50,1,13,4.238,5.6575
25,51,1,13,7.1739,2.9305
25,51,5,13,0.0001,0.564
26,6,1,13,0.2788,1.3725
26,6,2,13,5.8542,0.8102
26,12,1,13,0.6744,0.2083
26,13,1,13,10.0457,5.2557
26,17,1,13,303.9045,50.3875
26,18,1,13,118.0309,14.4299
26,18,3,13,806.3925,5.3355
26,19,1,13,26.8801,14.7385
26,20,1,13,5.5452,2.6022
26,21,1,13,6.1761,1.0862
26,23,1,13,0.0061,0.0086
26,24,1,13,57.6913,7.0996
26,25,1,13,2.6423,3.1462
26,26,1,13,913.1936,97.4619
26,26,3,13,1298.2941,7.1237
26,26,5,13,0.2758,3.9617
26,27,1,13,23.1972,4.006
26,27,3,13,1301.2885,7.5354
26,29,1,13,4.3956,0.2218
26,30,1,13,0.0066,0.0055
26,33,1,13,5.4662,0.3097
26,34,1,13,1.6188,2.8311
26,34,2,13,6.7021,4.1974
26,35,1,13,1.5014,2.7791
26,36,1,13,25.1803,4.3954
26,37,1,13,2.2236,26.2925
26,39,1,13,154.8251,10.9896
26,39,3,13,947.8207,5.9899
26,39,5,13,503.035,3.4261
26,42,1,13,74.2834,13.1172
26,45,1,13,1.0436,0.3427
26,48,1,13,13.3788,7.5191
26,48,2,13,23.0688,4.0878
26,48,5,13,0.6584,0.3581
26,50,1,13,0.0001,0.5069
26,53,5,13,0.8061,2.7457
26,54,1,13,0.0227,0.0016
26,55,1,13,87.8736,14.8142
27,6,5,13,1.8338,0.0238
27,9,5,13,0,0.2123
27,19,1,13,36.3249,4.6871
27,21,1,13,0.1329,0.1818
27,21,5,13,0.0885,0.0295
27,26,1,13,0.0005,0.0039
27,27,1,13,1398.1012,78.4785
27,27,5,13,0.3407,0.0196
27,29,1,13,8.1284,5.4585
27,31,1,13,0.0054,0.0009
27,36,1,13,0.0009,0.0046
27,38,1,13,5.0113,0.8105
27,46,1,13,6.4094,0.7298
27,47,5,13,0.3135,0.001
27,48,1,13,0.004,0.001
27,48,5,13,0.0348,0.8515
27,53,1,13,1.5283,2.382
27,53,5,13,0.0013,0.004
27,55,1,13,26.6821,8.627
28,1,1,13,61.9761,6.9423
28,4,1,13,5.9296,3.0527
28,6,5,13,3.5597,1.2034
28,9,1,13,34.5499,1.8606
28,10,1,13,4.7658,3.2985
28,12,1,13,58.0482,2.9869
28,13,1,13,13.7365,0.0016
28,17,1,13,5.3787,1.7602
28,17,5,13,7.6985,1.2942
28,18,1,13,2.3973,0.786
28,19,1,13,0.3708,0.285
28,19,5,13,10.1748,3.0524
28,21,1,13,8.0677,2.5123
28,22,1,13,111.9367,11.3662
28,24,1,13,15.5527,1.8743
28,25,1,13,2.6888,0.0079
28,26,1,13,9.4581,0.7501
28,28,1,13,201.354,20.8756
28,29,1,13,56.0065,3.5383
28,31,1,13,4.79,1.7889
28,34,1,13,3.5987,0.015
28,36,1,13,11.4029,0.182
28,36,2,13,13.9506,0.1499
28,37,1,13,12.323,1.2272
28,39,1,13,70.3823,4.6566
28,39,5,13,11.1837,4.0202
28,40,1,13,1.4489,0.0096
28,41,2,13,56.9436,2.7815
28,42,1,13,97.1065,8.1816
28,47,1,13,142.7562,7.5636
28,48,1,13,117.3965,6.5948
28,51,1,13,2.5005,0.7912
28,55,1,13,2.493,0.8975
29,17,1,13,232.6435,1.0815
29,19,1,13,2.1998,0.0174
29,20,5,13,0.0001,0.3797
29,29,1,13,3444.395,45.7284
29,37,1,13,0.6682,0.1354
29,40,1,13,5.0778,0.137
29,46,1,13,21.5852,4.7981
29,48,1,13,1.0369,0.9198
30,5,1,13,13.871,2.6059
30,6,1,13,7.3133,0.9165
30,12,1,13,12.2361,3.0009
30,13,1,13,6.8882,0.1457
30,16,2,13,19.056,2.4725
30,17,1,13,18.4711,2.7766
30,17,2,13,31.5597,6.7462
30,20,1,13,2.337,1.0669
30,21,1,13,3.107,0.8968
30,23,2,13,7.7799,1.4716
30,24,1,13,2.0177,0.6307
30,26,1,13,1.631,0.2297
30,27,2,13,5.0175,1.3027
30,29,1,13,8.9433,4.903
30,30,1,13,35.2156,3.2968
30,34,2,13,36.3755,6.0048
30,36,2,13,46.7486,8.9986
30,37,1,13,6.9068,2.6548
30,39,1,13,25.3006,7.1218
30,41,1,13,15.47,3.2226
30,45,2,13,8.2889,0.0959
30,47,1,13,5.2877,1.2154
30,48,1,13,26.1543,4.8148
30,51,1,13,1.2952,0.2561
30,51,2,13,45.1449,8.7111
30,53,1,13,36.9614,4.7889
30,53,5,13,12.3807,1.9063
30,55,1,13,4.5105,1.153
30,56,1,13,0.0196,0.0233
30,56,5,13,0.2566,0.2959
31,18,5,13,0.0131,0.0006
31,19,1,13,0.607,0.3838
31,31,1,13,101.5591,7.897
31,41,5,13,0.0002,0.0418
31,46,1,13,0.0078,0.5753
32,1,1,13,0.9911,0.0158
32,1,5,13,0.0001,0.1323
32,4,1,13,22.4875,3.6205
32,4,5,13,0.004,0.2118
32,6,1,13,149.0475,23.3058
32,6,5,13,138.6983,29.2036
32,8,1,13,54.9497,3.8675
32,10,2,13,0.9645,0.7084
32,13,1,13,2.1935,0.77
32,16,1,13,81.0827,5.0876
32,16,5,13,0.0001,0.041
32,17,1,13,10.6351,2.3143
32,17,5,13,0.1768,0.6329
32,18,1,13,1.0235,0.2881
32,18,5,13,0.0001,0.5492
32,19,1,13,32.0707,3.4489
32,20,1,13,20.7802,2.3146
32,20,2,13,106.3441,4.7737
32,21,1,13,65.7083,16.5114
32,21,5,13,0.2345,0.0001
32,24,5,13,0.0103,0.0034
32,25,2,13,0.5409,0.0006
32,25,5,13,0.8552,0.7039
32,26,2,13,0.0082,0.0343
32,27,1,13,47.9557,2.2501
32,27,2,13,77.839,1.8075
32,29,1,13,20.6773,3.449
32,29,5,13,0.0001,0.1657
32,30,1,13,5.4887,0.2216
32,31,1,13,11.8465,1.5649
32,32,1,13,128.9679,18.968
32,32,5,13,0.0001,0.0051
32,34,1,13,0.1299,0.7153
32,34,2,13,3.5305,1.2254
32,34,5,13,0.4519,1.8763
32,35,1,13,4.0309,0.921
32,35,2,13,34.2056,2.2525
32,36,1,13,3.1476,8.4679
32,36,2,13,22.342,2.5045
32,36,5,13,0.8195,0.936
32,38,1,13,1.638,3.2096
32,39,1,13,4.4608,0.6833
32,40,1,13,1.3156,0.4766
32,41,1,13,0.9957,0.0564
32,41,5,13,0.0977,1.0483
32,42,1,13,1.4839,0.313
32,42,2,13,0.7496,1.088
32,47,1,13,0.0001,4.5404
32,48,1,13,24.7772,4.9017
32,48,2,13,18.3037,0.373
32,48,5,13,0.0004,0.8498
32,49,1,13,26.5391,26.8697
32,49,5,13,0.0001,0.139
32,53,1,13,12.4663,1.5746
32,55,1,13,2.7429,1.6315
33,17,5,13,0.0001,0.0235
33,23,1,13,48.4873,2.6376
33,25,1,13,14.8893,1.0953
33,33,1,13,497.361,30.5099
33,33,5,13,0.3041,6.3421
33,36,5,13,0.0002,0.0326
33,37,5,13,0.0001,0.0199
34,1,1,13,1.0814,6.3376
34,6,4,13,0.068079,0.32951
34,6,5,13,0.00022135,0.0084874
34,9,1,13,0.1155,0.2714
34,9,5,13,0.1069,0.0422
34,11,1,13,0.0068,0.2627
34,12,5,13,0.0006,0.1708
34,13,1,13,0.2325,0.0708
34,13,5,13,0.0001,0.702
34,17,5,13,0.0006,0.4618
34,18,5,13,0.0611,0.1322
34,19,1,13,0.0001,0.0204
34,20,5,13,0.0001,0.5143
34,24,1,13,0.8891,20.0488
34,25,1,13,0.5016,1.1156
34,26,1,13,0.2099,0.2751
34,26,5,13,0.0001,0.0348
34,34,1,13,556.5579,36.328
34,34,5,13,0.1403,0.6024
34,36,1,13,4.2781,3.0518
34,36,5,13,0.0047,0.7606
34,37,1,13,0.0026,0.2933
34,38,5,13,0.0001,1.1232
34,39,1,13,0.3118,0.0553
34,39,4,13,0.0001,0.1805
34,39,5,13,0.0001,0.0374
34,42,1,13,4.6276,21.9487
34,42,5,13,0.2486,1.3044
34,45,1,13,0.0028,1.4113
34,48,1,13,0.3209,7.0234
34,48,5,13,0.0001,0.0442
34,49,4,13,0.0001,39.615
34,49,5,13,0.0001,39.615
34,50,1,13,0.0001,27.4655
34,54,1,13,0.0001,0.006
34,55,1,13,4.2964,0.2227
35,1,1,13,0.1524,2.1908
35,5,1,13,6.5789,15.7484
35,6,1,13,0.5177,3.267
35,8,1,13,1.0566,0.0024
35,10,1,13,0.3192,0.5848
35,17,1,13,3.1381,9.7374
35,18,1,13,0.428,1.5327
35,20,1,13,16.683,0.0002
35,21,1,13,1.8229,0.1985
35,31,1,13,25.3743,3.4015
35,35,1,13,83.1945,6.0413
35,36,1,13,9.602,11.0959
35,37,1,13,2.137,12.6415
35,40,1,13,21.0798,3.6931
35,42,1,13,14.7971,17.5986
35,45,1,13,2.7085,18.4932
35,47,1,13,0.0122,0.0006
35,48,1,13,92.4223,55.7915
36,1,1,13,20.6942,4.4225
36,4,1,13,6.6119,0.0026
36,6,1,13,4.0462,3.1667
36,8,1,13,9.1406,8.4165
36,9,1,13,87.3419,4.6212
36,10,1,13,3.396,0.1931
36,12,1,13,32.358,10.1823
36,12,5,13,0.0607,4.1027
36,13,1,13,24.4805,5.2513
36,13,5,13,0.0895,5.2443
36,16,5,13,0.0686,4.6601
36,17,1,13,154.1776,38.2455
36,17,5,13,0.0873,2.6011
36,18,1,13,40.7753,8.8356
36,18,5,13,0.4715,14.5019
36,19,1,13,2.6777,0.1992
36,20,1,13,2.1927,0.8524
36,21,1,13,13.9192,2.063
36,22,1,13,33.0978,14.1722
36,23,1,13,34.6208,10.5517
36,24,1,13,329.3072,49.7397
36,25,1,13,81.0397,12.5062
36,25,5,13,0.098,3.2844
36,26,1,13,29.5907,8.067
36,26,5,13,0.0999,10.019
36,27,1,13,13.9387,1.9509
36,29,1,13,35.2402,10.825
36,33,1,13,13.9943,3.0958
36,34,1,13,319.1461,52.4007
36,34,5,13,7.9733,0.0028
36,36,1,13,22226.8191,391.7895
36,36,2,13,45.1602,2.8938
36,36,5,13,39.0786,5.0821
36,36,6,13,652.6637,13.0458
36,37,1,13,58.6817,12.5045
36,37,2,13,20.5012,3.1086
36,37,5,13,0.1149,3.099
36,39,1,13,230.6042,49.114
36,39,2,13,56.5178,4.1605
36,39,5,13,0.2097,77.8492
36,40,1,13,1.4254,13.2321
36,41,1,13,1.5363,0.4736
36,42,1,13,1107.184,156.1293
36,42,5,13,0.1555,32.5719
36,44,1,13,5.6577,1.0524
36,45,1,13,61.9643,10.4272
36,47,1,13,16.8202,3.0899
36,47,5,13,0.1295,3.4044
36,48,1,13,18.3065,3.0196
36,48,5,13,0.094,11.6293
36,49,5,13,0.459,4.3059
36,50,1,13,8.1453,1.3303
36,50,2,13,59.2715,1.423
36,51,1,13,50.315,7.4041
36,51,2,13,52.4525,6.1026
36,51,5,13,0.0001,0.495
36,53,1,13,10.6636,7.2919
36,53,5,13,0.0001,1.8667
36,54,1,13,6.5754,1.9136
36,55,1,13,24.3677,4.2026
36,55,5,13,0.071,0.7659
37,1,1,13,1.6082,0.0114
37,5,5,13,0.0003,0.4391
37,6,1,13,0.3092,0.0012
37,6,5,13,0.2514,9.716
37,8,5,13,0.434,7.6845
37,12,5,13,3.0981,5.7892
37,13,1,13,2.0234,0.6254
37,13,2,13,22.958,0.8086
37,13,5,13,0.0002,3.8766
37,17,5,13,0.0002,2.4248
37,18,5,13,0.0002,2.2828
37,21,1,13,1.1124,0.1319
37,21,2,13,14.699,0.9251
37,27,5,13,0.0002,0.1418
37,28,5,13,0.0001,0.0118
37,34,5,13,0.0008,5.6332
37,36,5,13,0.0001,3.32
37,37,1,13,343.5726,24.3178
37,37,2,13,2.0889,0.3226
37,37,5,13,0.0002,6.1797
37,39,1,13,7.8955,7.1816
37,39,5,13,0.0001,2.6858
37,40,1,13,0.0002,0.0067
37,40,5,13,0.0001,0.2032
37,42,1,13,4.3365,0.0458
37,42,2,13,6.8332,0.4003
37,42,5,13,0.0003,1.0854
37,45,1,13,3.2796,0.9777
37,45,5,13,0.0004,0.8143
37,46,1,13,0.1587,1.5577
37,47,1,13,156.3762,9.2613
37,48,1,13,0.0087,0.1001
37,48,2,13,0.8376,0.4352
37,48,5,13,0.0001,1.2738
37,51,1,13,0.6243,0.016
37,51,5,13,0.2181,1.8112
37,53,5,13,0.0001,0.0216
37,55,5,13,0.0001,6.5529
38,5,1,13,9.8954,2.3608
38,6,1,13,6.2044,1.342
38,12,1,13,2.5958,0.0105
38,17,1,13,0.5072,0.0006
38,17,2,13,8.9765,1.2984
38,19,2,13,6.0258,1.0041
38,20,1,13,0.9665,0.2934
38,22,1,13,2.3102,0.647
38,22,2,13,2.5661,0.1169
38,26,2,13,3.2475,0.2675
38,35,1,13,0.0093,0.0002
38,38,1,13,52.6899,4.5981
38,39,2,13,1.3148,0.1887
38,40,1,13,3.2729,0.493
38,40,2,13,8.4465,1.1944
38,47,5,13,1.1529,0.0111
38,48,1,13,21.5511,5.1808
38,48,2,13,1.5517,0.0423
38,48,5,13,3.1128,0.7907
38,55,2,13,2.3411,0.0623
39,1,1,13,0.3213,0.6258
39,1,5,13,0.0772,0.0595
39,4,1,13,0.3539,0.1007
39,4,5,13,0.0001,0.3728
39,5,1,13,77.5438,13.4728
39,6,1,13,19.3046,3.2506
39,6,4,13,0.00016217,0.0003601
39,6,5,13,0.0178,0.68948
39,8,1,13,0.0827,1.2196
39,9,4,13,0.0001,0.2056
39,9,5,13,0,0
39,10,1,13,7.4284,0.0096
39,12,1,13,13.0016,2.0795
39,12,5,13,0.0666,0.1799
39,13,1,13,68.5354,21.5004
39,17,1,13,71.3124,40.9869
39,17,5,13,0.001,0.8926
39,18,1,13,147.9366,27.654
39,19,1,13,8.4558,2.3456
39,20,1,13,1.4347,0.373
39,20,5,13,0.0072,0.0045
39,21,1,13,46.2123,8.0384
39,22,1,13,22.1788,7.9241
39,24,1,13,19.3622,12.1355
39,24,5,13,0.0007,3.0014
39,25,1,13,0.3441,2.5308
39,26,1,13,325.9656,100.1952
39,26,5,13,0.0002,0.0059
39,27,1,13,12.5411,18.82
39,28,1,13,18.2,1.8913
39,28,5,13,0.1002,0.8206
39,29,1,13,288.8647,80.2483
39,29,5,13,0.0796,0.1709
39,31,1,13,1.3282,0.277
39,32,1,13,0.1448,0.5881
39,34,1,13,10.3274,2.0954
39,34,5,13,0.0004,0.6427
39,35,4,13,0.0001,0.0074
39,35,5,13,0,0
39,36,1,13,61.4051,12.8331
39,36,5,13,0.087,0.6031
39,37,1,13,54.9591,13.4335
39,37,5,13,0.129,0.2878
39,39,1,13,11119.0098,394.4863
39,39,5,13,0.7467,1.673
39,40,1,13,0.0002,0.0174
39,41,5,13,0.0002,0.0795
39,42,1,13,629.9017,68.9763
39,45,1,13,0.8996,1.3573
39,45,5,13,0.5304,0.4721
39,47,1,13,54.7315,5.0696
39,47,4,13,0.00083334,0.51234
39,47,5,13,0.00023333,0.14223
39,48,1,13,24.722,8.4322
39,48,5,13,0.0072,0.2741
39,49,1,13,24.0075,5.498
39,49,5,13,0.0001,0.4203
39,51,1,13,66.9923,26.5378
39,51,5,13,0.0193,0.0063
39,53,1,13,0.0001,0.0374
39,54,1,13,2.8532,1.3029
39,54,5,13,0.052,0.0004
39,55,1,13,12.0359,5.1479
39,55,5,13,0.1689,0.1932
40,5,1,13,11.9793,2.7075
40,12,2,13,18.6063,2.7962
40,13,2,13,10.0182,1.2758
40,19,1,13,6.609,1.0437
40,20,1,13,23.2042,2.125
40,20,5,13,0.0001,0.0055
40,22,1,13,2.9707,0.5096
40,28,1,13,3.8697,0.3716
40,29,1,13,20.5555,3.1054
40,31,1,13,9.5736,1.1009
40,31,2,13,2.0079,0.0209
40,34,1,13,1.3955,0.3963
40,40,1,13,2471.9395,61.881
40,46,1,13,9.3412,0.9359
40,48,1,13,17.4467,3.0997
40,48,2,13,6.4874,0.5793
41,4,2,13,14.1107,1.0877
41,5,2,13,30.2169,2.3761
41,6,1,13,57.8476,4.7099
41,6,5,13,0.3222,0.1047
41,12,5,13,0.0001,0.0065
41,22,1,13,0.0067,0.0191
41,37,2,13,5.1677,0.5133
41,39,5,13,28.5867,1.7846
41,41,1,13,208.1517,18.8912
41,41,2,13,49.5217,1.6839
41,42,2,13,16.0051,0.0002
41,48,1,13,0.262,0.0007
41,48,5,13,0.0027,0.2613
41,55,1,13,1.3167,0.0008
41,55,5,13,2.1072,0.2202
42,8,1,13,189.1269,0.0016
42,9,1,13,5.4066,1.6295
42,10,1,13,293.3549,2.5445
42,10,2,13,13.0235,0.1183
42,10,5,13,45.7831,0.7975
42,13,1,13,2.6436,1.1173
42,18,1,13,0.5376,0.9992
42,20,1,13,0.0036,0.0081
42,24,1,13,45.2461,5.7341
42,24,5,13,22.7474,0.8434
42,25,1,13,0.0187,0.0005
42,26,1,13,0.1853,0.5424
42,34,1,13,2617.7116,88.6116
42,36,1,13,99.1076,7.1078
42,37,1,13,0.7809,4.8598
42,39,1,13,15.0521,12.1642
42,39,5,13,0.0385,0.256
42,42,1,13,16236.543,191.5332
42,42,2,13,28.2503,0.3489
42,42,5,13,237.9699,3.7422
42,51,1,13,362.4247,3.8521
44,9,1,13,0.1339,0.0108
44,9,5,13,0.1597,1.7405
44,25,1,13,1.1393,2.2014
44,44,1,13,28.956,1.849
44,44,5,13,0.1247,1.2338
45,1,1,13,1.6275,0.3155
45,4,1,13,0.9446,0.5723
45,5,1,13,7.8558,1.0148
45,5,5,13,16.8877,3.0143
45,6,1,13,3.4363,0.7652
45,6,5,13,0.6376,0.4494
45,8,1,13,2.4118,1.2
45,10,1,13,0.004,0.0004
45,12,1,13,1.9625,0.6263
45,13,1,13,5.3096,1.4927
45,13,5,13,0.084,0.0258
45,17,1,13,5.578,1.0509
45,18,1,13,3.085,0.3165
45,19,1,13,0.9317,0.3654
45,20,1,13,0.2565,0.422
45,22,2,13,386.2785,15.5307
45,23,1,13,0.0164,0.0004
45,24,1,13,56.2621,2.1658
45,28,1,13,6.9685,0.7222
45,31,1,13,1.7757,0.1325
45,34,1,13,0.7014,0.4955
45,36,1,13,5.0358,0.8586
45,37,1,13,8.3499,5.5075
45,37,2,13,3.3855,1.418
45,37,5,13,0.1034,0.4292
45,38,1,13,0.1887,0.4953
45,39,1,13,18.3395,1.7528
45,40,1,13,0.2721,0.4959
45,44,1,13,0.4623,0.1015
45,45,1,13,247.449,14.0123
45,45,2,13,23.9704,9.1016
45,45,5,13,84.1668,3.4984
45,46,1,13,0.0001,0.2328
45,47,1,13,22.6555,1.3434
45,47,5,13,30.8522,1.2472
45,48,1,13,7.4446,0.501
46,8,1,13,9.2891,2.973
46,30,1,13,0.3799,0.0032
46,38,1,13,0.0835,0.0234
46,40,1,13,10.829,1.4925
46,46,1,13,41.0008,2.6031
46,48,1,13,10.8939,2.7597
46,56,1,13,2.8187,0.3891
47,1,1,13,2.1319,0.9011
47,5,1,13,15.9285,9.0625
47,5,5,13,0.0867,0.0863
47,6,1,13,29.595,0.002
47,8,1,13,5.0852,0.4503
47,8,2,13,47.324,2.3869
47,13,1,13,48.1803,5.5074
47,17,1,13,59.6073,3.9945
47,18,1,13,0.0037,0.0378
47,21,1,13,519.7506,36.2385
47,21,5,13,0.0122,1.2227
47,25,1,13,25.1055,0.0764
47,26,1,13,68.3342,8.5325
47,26,5,13,0.0001,0.047
47,27,1,13,35.5509,0.5335
47,28,1,13,1.7868,5.0043
47,28,5,13,0.0092,0.6842
47,29,1,13,90.2651,11.5878
47,29,2,13,9.7836,0.3344
47,36,1,13,12.4592,4.3495
47,36,2,13,58.868,5.5175
47,37,2,13,109.0021,12.8002
47,39,1,13,121.6983,8.6711
47,40,1,13,9.4951,1.5529
47,42,1,13,15.4755,2.4616
47,45,1,13,100.3104,0.8517
47,46,1,13,0.8973,0.3893
47,47,1,13,307.7851,45.0168
47,47,5,13,0.021,17.4917
47,48,1,13,88.9758,20.9645
47,48,2,13,23.7337,2.039
47,53,1,13,7.7443,0.0001
47,54,2,13,88.5252,5.8982
48,1,1,13,3.0104,1.0699
48,1,5,13,0.1607,0.0177
48,4,1,13,4.0267,1.7199
48,5,1,13,39.3108,13.3063
48,5,2,13,17.4757,5.7341
48,6,1,13,17.3007,76.1386
48,8,1,13,33.7257,23.5207
48,12,1,13,14.0613,3.3865
48,13,1,13,6.6134,3.1811
48,17,1,13,9.424,25.9149
48,18,1,13,0.9426,0.2408
48,20,1,13,5.1987,1.16
48,21,1,13,13.1682,8.5387
48,22,1,13,162.1848,44.2638
48,22,5,13,11.0808,1.3445
48,23,1,13,1.9173,3.8323
48,25,1,13,0.4473,0.369
48,25,5,13,0.0704,0.0009
48,26,1,13,2.1309,0.319
48,27,1,13,4.7067,2.164
48,28,1,13,92.6338,22.4642
48,29,1,13,2.9756,1.5806
48,29,2,13,27.1404,3.4895
48,29,5,13,14.6732,1.9784
48,34,1,13,4.3632,25.3102
48,35,1,13,10.7477,28.6797
48,35,2,13,7.3714,0.5344
48,35,5,13,0.8313,1.2271
48,36,1,13,1.0837,0.1568
48,37,1,13,5.7339,1.6379
48,38,1,13,21.5525,10.1406
48,39,1,13,7.8829,5.2238
48,40,1,13,126.8461,11.0237
48,42,1,13,23.6009,5.3946
48,45,1,13,10.8315,2.7053
48,45,2,13,26.1138,2.5337
48,47,1,13,7.8725,7.2603
48,47,2,13,23.315,2.7346
48,47,5,13,0.0027,0.2272
48,48,1,13,3390.9351,1422.5661
48,48,2,13,64.3356,3.0116
48,48,5,13,36.5386,59.9532
48,49,1,13,1.8273,0.4967
48,49,2,13,4.2357,0.4999
48,51,1,13,3.0149,0.9733
48,54,1,13,2.4504,46.9882
48,55,1,13,0.5754,0.0742
49,4,1,13,15.2737,1.4521
49,5,1,13,6.115,1.7675
49,6,1,13,82.9431,13.8934
49,8,1,13,157.812,23.6479
49,16,1,13,90.5991,4.6299
49,17,1,13,1.1124,0.0023
49,18,1,13,0.016,0.0007
49,19,1,13,4.131,1.5188
49,19,2,13,42.8695,1.0433
49,20,1,13,1.7782,1.8772
49,20,2,13,31.0371,2.2809
49,21,1,13,1.0982,1.2994
49,22,1,13,3.2851,5.689
49,26,1,13,0.9513,13.2264
49,26,2,13,1.0582,0.1037
49,27,1,13,5.1694,2.1761
49,27,2,13,140.308,10.9981
49,27,5,13,58.4761,2.802
49,29,2,13,31.3023,2.6904
49,30,1,13,57.8639,5.0757
49,31,1,13,46.9836,5.9248
49,32,1,13,109.8368,2.1237
49,32,5,13,1038.785,11.5853
49,34,1,13,1.3193,1.3949
49,35,1,13,6.6054,0.1442
49,36,1,13,0.9126,0.9053
49,36,2,13,2.2933,0.8997
49,36,5,13,0.5895,0.416
49,37,5,13,1.3193,0.7809
49,38,1,13,5.5043,7.7338
49,39,1,13,2.5322,4.0676
49,39,2,13,1.2522,0.6517
49,39,5,13,46.3773,0.0716
49,40,1,13,5.8227,9.0938
49,41,1,13,1.6613,0.4772
49,45,1,13,0.0272,0.0061
49,46,1,13,15.2235,2.5396
49,47,1,13,0.082,0.1033
49,48,1,13,59.542,77.6288
49,49,1,13,251.4768,34.0828
49,53,1,13,18.6371,3.5342
49,53,2,13,110.2632,1.8983
49,53,5,13,69.7257,0.9915
49,55,1,13,12.9437,1.1716
49,55,2,13,114.9311,4.3748
49,56,1,13,18.4092,2.473
49,56,6,13,2014.2817,176.8318
50,1,1,13,0.0048,0.0001
50,6,1,13,0.3579,0.1084
50,6,5,13,0.0001,2.1817
50,13,1,13,0.0199,0.0001
50,17,1,13,4.5002,0.0008
50,21,1,13,6.5696,0.0001
