dms_orig,dms_dest,dms_mode,sctg2,tons_2015,value_2015
37,27,1,27,20.1536,20.4366
37,28,1,27,6.9602,17.8452
37,28,5,27,0.1023,0.2594
37,29,1,27,56.2128,96.314
37,31,1,27,1.2462,0.7793
37,33,1,27,6.4216,5.0589
37,34,1,27,36.5003,23.5095
37,34,2,27,26.6828,15.789
37,34,5,27,0.0589,0.1251
37,35,1,27,0.262,0.2539
37,36,1,27,33.673,40.3217
37,36,5,27,0.1837,1.3231
37,37,1,27,868.4196,1300.6033
37,37,2,27,6.7794,8.0735
37,37,5,27,0.6796,2.1599
37,39,1,27,139.2924,125.682
37,39,2,27,51.4465,41.5687
37,39,5,27,0.0544,0.0948
37,40,1,27,11.4259,8.0531
37,41,1,27,0.9714,5.6423
37,41,5,27,0.0176,0.0646
37,42,1,27,266.0747,225.9873
37,42,2,27,34.4931,32.4444
37,42,5,27,6.4999,7.5637
37,44,1,27,0.9492,1.7668
37,45,1,27,222.1397,157.2
37,45,2,27,40.1849,31.7325
37,45,5,27,0.0568,0.2768
37,46,1,27,2.4875,6.7226
37,46,2,27,16.2209,13.3757
37,47,1,27,73.6224,76.5485
37,47,2,27,42.2132,24.3089
37,47,5,27,7.094,8.6685
37,48,1,27,55.964,64.2012
37,48,2,27,8.3929,5.4262
37,48,5,27,0.2811,0.4336
37,49,5,27,60.3279,37.6177
37,50,1,27,2.7937,1.7207
37,51,1,27,119.4857,126.7421
37,51,2,27,22.0197,13.0439
37,51,5,27,0.0577,0.1333
37,53,1,27,0.1528,0.0131
37,53,5,27,0.097,0.1716
37,54,1,27,3.0914,2.3119
37,55,1,27,116.65,111.7311
37,55,2,27,10.1196,6.7116
37,55,5,27,0.0286,0.09
38,27,1,27,4.0252,7.1556
38,27,5,27,0.416,0.723
38,38,1,27,24.7382,40.8806
38,38,5,27,0.6304,1.081
38,46,1,27,0.1284,0.3067
38,46,5,27,0.2483,0.2299
39,1,1,27,8.109,9.0072
39,1,4,27,0.1002,0.2349
39,1,5,27,0.0001,0.0511
39,2,5,27,0.0061,0.4261
39,4,1,27,5.8229,16.7032
39,5,1,27,7.841,34.6248
39,5,2,27,6.9616,2.6865
39,6,1,27,41.8361,84.9789
39,6,4,27,0.0001,0.646
39,6,5,27,26.3509,14.5267
39,8,1,27,14.5337,16.6125
39,8,5,27,0.119,0.7976
39,9,1,27,5.9388,12.0596
39,9,5,27,0.0001,1.415
39,10,1,27,20.0794,10.3634
39,10,5,27,0.0001,0.2381
39,12,1,27,16.1004,28.3858
39,12,5,27,0.1059,0.3243
39,13,1,27,71.4394,80.9416
39,13,4,27,0.0098,0.4511
39,13,5,27,0.1141,0.3111
39,15,4,27,0.0001,0.0038
39,16,1,27,0.255,0.0011
39,16,5,27,0.0001,0.862
39,17,1,27,334.6892,299.0528
39,17,2,27,18.0503,8.1801
39,17,5,27,1.9985,6.8415
39,18,1,27,145.0517,143.3738
39,18,5,27,0.482,11.9207
39,19,1,27,29.0706,31.877
39,19,5,27,6.3305,2.1388
39,20,1,27,17.9081,16.817
39,20,4,27,0.0532,0.0958
39,20,5,27,0.0963,0.8162
39,21,1,27,333.7188,316.8722
39,21,5,27,0.1117,5.0288
39,22,1,27,1.0501,3.2164
39,22,5,27,0.0001,0.168
39,23,1,27,0.2521,1.7221
39,24,1,27,31.3491,30.066
39,24,5,27,0.0677,0.8066
39,25,1,27,16.8467,15.6876
39,25,5,27,0.0001,0.1618
39,26,1,27,333.6525,261.3148
39,26,5,27,0.432,1.8427
39,27,1,27,42.5806,50.4254
39,27,2,27,10.3218,4.8451
39,27,5,27,0.0936,0.2296
39,28,1,27,1.6343,1.5627
39,28,4,27,0.1374,0.2357
39,28,5,27,0.0001,0.0041
39,29,1,27,71.9781,52.9903
39,29,2,27,6.3658,2.8682
39,29,5,27,0.1499,0.2501
39,31,1,27,1.5389,6.5467
39,31,5,27,0.092,0.2351
39,32,1,27,0.2824,0.257
39,33,1,27,3.6678,3.0355
39,34,1,27,55.9234,59.1918
39,34,5,27,0.1148,0.2965
39,35,1,27,0.2494,0.2498
39,36,1,27,14.2999,21.2411
39,36,5,27,0.1344,1.8455
39,37,1,27,74.4967,87.3454
39,37,5,27,0.0001,0.18
39,38,5,27,0.0001,0.2862
39,39,1,27,973.7769,1226.5065
39,39,5,27,3.0277,17.6864
39,40,1,27,2.8061,2.6965
39,41,1,27,3.5999,3.7652
39,41,5,27,1.4937,0.9741
39,42,1,27,305.6767,351.7307
39,42,5,27,0.2482,1.246
39,44,1,27,4.7445,16.6934
39,45,1,27,32.6859,29.4705
39,45,5,27,0.0001,0.0343
39,46,1,27,15.5897,12.669
39,46,2,27,12.7259,5.5844
39,47,1,27,41.5446,43.4811
39,47,4,27,0.0001,0.1587
39,47,5,27,0.0001,0.3041
39,48,1,27,36.7869,88.32
39,48,4,27,0.161,0.2579
39,48,5,27,4.6975,3.2351
39,49,1,27,0.3835,2.7045
39,49,4,27,0.0001,0.8348
39,50,1,27,0.2755,2.7514
39,51,1,27,22.0087,41.2127
39,51,5,27,0.1868,4.6058
39,53,1,27,3.3699,5.1487
39,53,5,27,0.0829,0.2889
39,54,1,27,9.3722,11.4771
39,54,5,27,0.1889,0.6145
39,55,1,27,97.4522,112.341
39,55,5,27,0.1125,1.502
40,1,1,27,6.1609,1.5279
40,4,1,27,2.154,1.1121
40,4,2,27,62.8986,46.6595
40,5,1,27,168.7755,68.5449
40,6,1,27,34.7267,16.5329
40,6,2,27,170.3016,91.4881
40,6,5,27,42.3388,23.7479
40,8,1,27,27.0562,17.212
40,8,2,27,22.6719,11.5234
40,12,1,27,22.0792,6.5272
40,13,1,27,7.8596,0.7511
40,17,1,27,44.0024,19.5223
40,17,2,27,87.2309,42.6184
40,18,1,27,2.7549,1.7568
40,18,2,27,50.5214,27.0342
40,18,5,27,0.0001,0.1432
40,19,1,27,4.0835,2.5073
40,20,1,27,6.9616,6.0023
40,20,2,27,28.6712,13.9594
40,20,5,27,0.0002,0.0197
40,21,1,27,20.4695,10.2696
40,21,2,27,25.5106,13.5754
40,22,1,27,24.163,11.4134
40,23,2,27,23.2303,11.0335
40,26,1,27,39.7537,14.8096
40,27,1,27,2.659,2.5421
40,27,2,27,99.3894,52.7576
40,28,1,27,25.1991,13.0227
40,28,5,27,26.1693,13.573
40,29,1,27,41.3633,25.1531
40,29,2,27,25.235,12.5645
40,29,5,27,0.0001,0.006
40,31,1,27,3.0433,2.1716
40,32,1,27,7.9288,4.8597
40,34,1,27,0.1734,0.0019
40,35,1,27,12.1781,7.3369
40,37,1,27,0.2343,0.0394
40,38,1,27,1.0011,1.0339
40,39,1,27,0.9015,0.8616
40,39,2,27,93.9183,47.8025
40,40,1,27,190.6462,155.3714
40,40,5,27,0.4601,1.4217
40,41,1,27,13.8531,7.4072
40,41,5,27,0.0001,0.0421
40,42,1,27,41.3561,12.3411
40,45,1,27,14.4363,8.7296
40,46,1,27,2.4235,1.5941
40,47,1,27,48.5158,52.1778
40,48,1,27,169.4953,77.9544
40,48,2,27,71.3598,30.1118
40,48,5,27,0.1743,0.2616
40,51,2,27,18.6218,9.84
40,53,1,27,13.9069,8.0106
40,55,1,27,9.4984,8.0195
41,2,5,27,1.7043,2.6071
41,4,1,27,20.5921,27.6497
41,6,1,27,325.2328,314.5998
41,6,2,27,178.5444,125.5006
41,6,5,27,143.1231,105.3505
41,8,1,27,2.4899,4.177
41,8,5,27,0.0127,0.1008
41,12,1,27,1.4412,0.8159
41,13,1,27,1.3098,2.1715
41,13,5,27,4.087,22.1306
41,15,3,27,0.2337,0.0074
41,15,5,27,0.0001,0.2417
41,16,1,27,4.7286,5.8971
41,16,2,27,8.2225,5.2627
41,16,5,27,0.2287,0.2614
41,17,1,27,16.0048,22.9433
41,17,2,27,1.6161,0.7827
41,17,5,27,0.3976,0.475
41,18,1,27,0.9366,0.864
41,18,5,27,0.3466,0.0021
41,19,1,27,0.7631,2.9895
41,19,5,27,0.8481,0.3098
41,20,1,27,1.9895,1.653
41,20,2,27,7.7399,5.0232
41,20,5,27,0.4163,0.0006
41,21,1,27,3.0968,8.8804
41,25,5,27,0.2027,0.2643
41,26,1,27,1.3879,5.3751
41,26,5,27,0.0897,0.001
41,27,1,27,2.4523,2.2766
41,27,5,27,5.7928,5.2124
41,28,1,27,0.2381,0.2431
41,29,1,27,1.5319,1.0389
41,29,2,27,6.8365,4.7717
41,29,5,27,1.3712,1.7511
41,30,1,27,3.6747,5.8746
41,31,1,27,0.7337,0.2403
41,32,1,27,11.6124,19.9203
41,32,5,27,11.896,7.0116
41,39,1,27,2.4566,3.5365
41,39,5,27,1.8502,1.841
41,40,2,27,5.4176,3.6915
41,41,1,27,194.2394,258.7153
41,41,5,27,6.3848,4.405
41,42,1,27,3.2634,3.7989
41,42,5,27,0.0946,0.6379
41,48,1,27,4.203,11.3932
41,48,2,27,33.3581,17.2196
41,48,5,27,11.7414,9.306
41,49,1,27,20.8847,19.851
41,49,2,27,13.8575,9.6345
41,50,5,27,0.0001,0.0476
41,53,1,27,197.2534,215.05
41,53,5,27,7.2495,8.6455
41,55,1,27,7.3506,6.7915
41,55,2,27,1.9724,1.5867
41,55,5,27,7.229,8.1892
42,1,1,27,4.9928,6.4786
42,1,5,27,0.1745,1.1767
42,4,1,27,0.2209,0.8955
42,4,5,27,0.0001,0.4233
42,5,1,27,6.7094,6.6606
42,6,1,27,70.797,71.5828
42,6,4,27,0.0001,0.1287
42,6,5,27,1.5118,6.8204
42,8,1,27,0.2447,0.8347
42,8,5,27,0.0001,0.0058
42,9,1,27,34.2266,64.584
42,10,1,27,4.3808,5.5886
42,10,5,27,0.0024,1.2461
42,12,1,27,31.519,33.5467
42,12,5,27,0.3418,0.6834
42,13,1,27,50.071,47.949
42,13,2,27,12.1487,9.7055
42,13,5,27,0.1912,0.3194
42,16,1,27,0.0008,0.0041
42,17,1,27,140.0625,132.004
42,17,5,27,4.9514,11.8963
42,18,1,27,109.152,180.7238
42,19,1,27,18.5019,17.9292
42,20,1,27,31.004,34.4913
42,21,1,27,61.2541,73.3234
42,21,2,27,149.9059,132.1385
42,22,1,27,1.9668,4.1786
42,22,4,27,0.0457,0.0991
42,23,1,27,3.9703,8.0015
42,24,1,27,47.6596,53.4706
42,24,5,27,0.217,0.7177
42,25,1,27,109.4143,112.6537
42,25,5,27,0.2144,1.5455
42,26,1,27,26.9125,40.555
42,27,1,27,30.1524,26.9277
42,27,2,27,4.4719,2.2841
42,28,1,27,2.3286,7.9249
42,29,1,27,17.8364,23.8473
42,31,1,27,2.7271,11.2668
42,32,1,27,1.7588,4.0305
42,33,1,27,26.1205,33.5573
42,34,1,27,221.178,292.7972
42,34,5,27,0.3667,1.837
42,35,1,27,5.5348,5.03
42,36,1,27,189.3515,200.0229
42,36,2,27,3.667,4.1379
42,36,5,27,0.2277,0.4009
42,37,1,27,30.7567,50.54
42,37,5,27,0.1316,0.0074
42,38,1,27,0.0011,2.8668
42,39,1,27,171.3679,239.2405
42,39,5,27,0.1705,2.262
42,40,1,27,3.4148,7.2474
42,41,1,27,4.0951,4.3095
42,41,5,27,0.0075,0.0235
42,42,1,27,833.575,1140.7182
42,42,2,27,93.1317,86.4482
42,42,5,27,0.6724,17.4664
42,44,1,27,11.4912,19.6799
42,45,1,27,8.6833,8.0159
42,46,1,27,0.774,1.5944
42,47,1,27,100.2272,140.5865
42,48,1,27,44.5425,51.0847
42,48,2,27,0.6123,2.9839
42,48,5,27,0.4107,2.0402
42,49,1,27,1.344,7.4642
42,50,1,27,0.1079,1.1851
42,51,1,27,55.8009,81.0237
42,51,5,27,0.0001,2.1684
42,53,1,27,2.5626,3.1508
42,53,5,27,0.1744,0.2144
42,54,1,27,9.7644,12.2394
42,54,2,27,64.2362,57.8822
42,55,1,27,188.5753,199.9794
42,55,2,27,17.5636,16.0162
42,55,5,27,0.1327,0.247
44,5,1,27,0.0004,0.3113
44,6,1,27,0.2988,3.7743
44,6,5,27,0.0946,0.3111
44,8,5,27,0.0001,0.0289
44,9,1,27,0.1048,1.4157
44,9,5,27,0.5611,1.698
44,12,1,27,0.3184,1.1509
44,12,5,27,0.0002,0.3301
44,13,1,27,0.1335,0.1814
44,13,5,27,0.0001,0.02
44,17,1,27,0.1949,0.7424
44,17,5,27,0.0477,0.1862
44,18,1,27,0.2125,2.1086
44,18,5,27,0.0585,0.2734
44,19,1,27,0.1682,2.2383
44,19,5,27,0.0569,0.845
44,20,1,27,0.1472,0.7242
44,24,5,27,0.1295,0.782
44,25,1,27,0.2165,2.4507
44,25,5,27,0.8018,8.1524
44,26,1,27,0.1813,0.7634
44,27,1,27,0.7693,3.5157
44,27,5,27,0.0001,0.4171
44,29,1,27,0.1882,0.832
44,33,1,27,16.0627,2.4186
44,33,5,27,0.0001,0.918
44,34,1,27,0.1243,0.0404
44,34,5,27,0.099,0.2215
44,36,1,27,0.187,2.1894
44,36,5,27,0.1126,0.2378
44,37,1,27,0.189,0.2249
44,37,5,27,0.0001,0.0761
44,39,1,27,0.0953,0.6356
44,39,5,27,0.1056,0.7754
44,40,5,27,0.1029,1.5698
44,42,1,27,0.204,0.2427
44,42,5,27,0.0002,0.5691
44,44,1,27,7.1982,25.2767
44,44,5,27,0.0953,0.8413
44,47,1,27,0.2715,0.7772
44,47,5,27,0.0646,0.203
44,48,1,27,0.3875,2.4961
44,48,5,27,0.0986,2.4937
44,49,1,27,0.1934,0.6881
44,49,5,27,0.0001,0.0905
44,51,1,27,0.202,0.8305
44,53,1,27,0.1209,0.2306
44,55,1,27,0.1434,0.6831
44,55,5,27,0.0001,0.249
45,1,1,27,77.0357,167.6532
45,1,2,27,14.8076,9.0427
45,4,1,27,7.3285,5.8596
45,5,1,27,5.0206,4.5911
45,6,1,27,40.4329,46.4957
45,6,2,27,20.4196,22.4337
45,6,5,27,7.3512,6.2342
45,8,1,27,0.1075,0.0079
45,8,5,27,0.0001,0.223
45,9,1,27,6.4974,14.3065
45,12,1,27,50.5941,60.0217
45,12,2,27,43.8967,32.564
45,13,1,27,183.3464,223.4356
45,13,2,27,54.8788,35.5682
45,13,5,27,39.2736,24.9563
45,17,1,27,33.8044,18.0086
45,17,2,27,58.655,28.2844
45,17,5,27,9.3076,4.4387
45,18,1,27,38.8671,45.7228
45,18,2,27,10.8443,5.4518
45,18,5,27,8.8299,3.7289
45,19,1,27,10.6059,8.4234
45,19,5,27,1.9775,1.8102
45,20,1,27,1.7591,1.6095
45,21,1,27,70.7466,45.7159
45,21,2,27,39.7382,25.2717
45,22,1,27,11.7751,11.7415
45,22,2,27,13.4874,9.275
45,23,1,27,1.9248,0.7345
45,24,1,27,23.0688,29.0516
45,25,1,27,25.3176,22.0106
45,25,2,27,19.8145,20.6142
45,25,5,27,1.8159,0.2818
45,26,1,27,18.2242,68.6367
45,27,1,27,37.6234,20.3966
45,27,2,27,8.0995,3.7605
45,28,1,27,11.707,5.7547
45,29,1,27,15.9578,27.6761
45,29,2,27,34.9062,26.8109
45,29,5,27,0.0392,0.1203
45,32,1,27,0.2439,0.1974
45,34,1,27,54.0465,41.0769
45,34,5,27,34.9698,32.661
45,36,1,27,32.1258,34.6794
45,36,2,27,4.7514,6.2933
45,36,5,27,17.9868,8.2277
45,37,1,27,259.7181,242.6575
45,37,2,27,12.0379,10.1555
45,37,5,27,0.1339,0.1546
45,38,2,27,22.0401,9.6663
45,39,1,27,121.0534,89.5636
45,39,2,27,56.8483,35.7059
45,40,1,27,2.9866,4.0869
45,41,1,27,21.1961,17.5689
45,42,1,27,95.7555,123.5455
45,42,2,27,33.0124,16.6089
45,42,5,27,37.9772,22.8439
45,45,1,27,458.0639,379.6857
45,45,2,27,128.2535,103.405
45,45,5,27,19.3907,15.3701
45,46,1,27,0.1203,0.2666
45,47,1,27,84.6752,155.7946
45,47,2,27,24.3488,10.6738
45,47,5,27,9.6834,4.6736
45,48,1,27,72.4233,58.7387
45,48,2,27,21.0321,14.5354
45,48,5,27,3.0486,3.5059
45,49,1,27,0.2567,0.244
45,51,1,27,21.7963,24.8663
45,53,1,27,0.0011,0.0172
45,55,1,27,61.1728,39.9273
45,55,2,27,19.2886,8.6065
46,19,1,27,1.4585,1.7196
46,27,1,27,3.5583,2.5291
46,31,1,27,0.2413,1.6333
46,38,1,27,0.2647,0.7847
46,46,1,27,17.1547,8.4745
46,55,1,27,2.4989,0.0046
47,1,1,27,17.875,13.7265
47,1,5,27,0.1093,2.2249
47,5,1,27,50.3332,35.0911
47,5,5,27,0.3108,5.1417
47,6,1,27,0.3645,3.3055
47,6,2,27,130.0721,71.4881
47,6,5,27,33.8931,20.0456
47,8,2,27,29.5672,22.0083
47,8,5,27,0.0001,0.0051
47,9,1,27,4.6981,3.0531
47,9,2,27,23.8352,14.0401
47,9,5,27,0.0001,0.3187
47,12,1,27,28.7124,20.2526
47,12,2,27,18.6796,6.953
47,12,5,27,0.1847,0.9668
47,13,1,27,36.9533,39.7093
47,13,5,27,0.0001,0.1854
47,15,5,27,0.0001,0.012
47,16,1,27,15.5499,9.9614
47,17,1,27,39.7994,24.6378
47,17,2,27,27.0823,26.3494
47,17,5,27,0.0001,0.413
47,18,1,27,97.9125,73.6434
47,18,5,27,0.0001,0.4894
47,19,1,27,3.4731,1.4681
47,19,2,27,48.2175,36.9199
47,19,5,27,0.1207,0.2549
47,20,1,27,22.6899,16.9967
47,20,5,27,0.0001,0.0244
47,21,1,27,109.8308,108.8779
47,21,5,27,0.0001,0.0472
47,22,1,27,0.8511,1.4015
47,22,5,27,0.0002,4.0672
47,23,1,27,13.1393,1.6081
47,23,5,27,0.0001,0.0055
47,24,1,27,3.3112,0.7808
47,24,5,27,0.0001,0.181
47,25,1,27,9.9019,7.2388
47,25,2,27,52.0434,25.2016
47,25,5,27,2.5504,6.1798
47,26,1,27,40.762,29.116
47,26,2,27,13.6708,9.5612
47,27,1,27,5.0927,3.9768
47,27,2,27,16.7655,12.4496
47,27,5,27,0.0001,0.0929
47,28,1,27,24.2658,25.1198
47,28,5,27,0.351,4.1344
47,29,1,27,31.5333,15.8197
47,29,5,27,0.1693,1.7338
47,30,1,27,0.2628,0.0016
47,30,5,27,0.1255,0.3581
47,31,1,27,4.3597,3.4901
47,31,2,27,16.8364,12.8148
47,31,5,27,0.1648,2.5559
47,33,1,27,0.0015,0.0738
47,34,1,27,9.2814,7.7895
47,34,2,27,5.6166,5.4299
47,35,5,27,0.0038,0.4963
47,36,1,27,36.7975,27.6064
47,36,5,27,0.1889,0.2327
47,37,1,27,73.2378,45.1457
47,37,5,27,0.1602,0.4874
47,39,1,27,92.2695,67.2624
47,39,2,27,92.8054,71.6711
47,39,5,27,14.6652,8.4269
47,40,1,27,10.5272,9.7136
47,40,5,27,17.659,12.1058
47,42,1,27,121.3341,101.5031
47,42,2,27,126.1432,99.6478
47,44,1,27,0.0165,0.3921
47,45,1,27,38.1194,34.981
47,45,2,27,76.6482,55.0663
47,45,5,27,0.0004,0.9788
47,47,1,27,965.6113,1069.9422
47,47,2,27,9.7185,28.2987
47,47,5,27,1.5794,27.8526
47,48,1,27,71.9176,47.8408
47,48,2,27,31.8221,23.9387
47,48,5,27,26.8501,15.609
47,49,1,27,3.412,1.7019
47,49,2,27,44.3922,32.6548
47,51,1,27,56.5951,44.3148
47,51,2,27,26.6377,27.905
47,51,5,27,44.831,43.4923
47,53,1,27,4.8182,3.4718
47,54,2,27,13.8656,14.0841
47,54,5,27,0.0001,0.6446
47,55,1,27,39.573,33.0884
47,55,2,27,17.1527,12.858
47,55,5,27,0.0002,0.7921
48,1,1,27,0.4035,1.018
48,1,5,27,0.0545,0.0003
48,4,1,27,5.9749,24.2433
48,4,5,27,0.0057,0.0001
48,5,1,27,59.1687,48.2012
48,5,2,27,39.1316,39.4072
48,5,5,27,32.1239,17.0027
48,6,1,27,100.9791,85.6486
48,6,2,27,176.9798,123.0067
48,6,5,27,130.7902,67.6028
48,8,1,27,1.8051,0.9177
48,8,5,27,43.6962,20.8255
48,9,5,27,0.0045,0.0001
48,12,1,27,7.5222,5.909
48,12,4,27,0.0001,0.0655
48,12,5,27,0.2256,0.399
48,13,1,27,2.9219,6.7288
48,13,5,27,0.0001,0.0165
48,17,1,27,31.8741,28.026
48,17,2,27,82.9532,76.8292
48,17,5,27,0.0042,0.0184
48,18,1,27,21.3461,15.5906
48,18,2,27,10.7636,10.6674
48,18,5,27,0.0001,0.0477
48,19,1,27,1.0983,0.8529
48,19,5,27,0.0001,0.0823
48,20,1,27,10.0603,5.3444
48,20,2,27,17.7291,9.7894
48,20,5,27,0.1806,0.1738
48,21,1,27,4.6575,4.6798
48,21,5,27,0.3682,1.8573
48,22,1,27,30.16,40.5431
48,22,2,27,12.7316,5.5215
48,22,5,27,6.4191,7.8555
48,23,5,27,0.1172,0.0012
48,25,1,27,1.6358,1.93
48,25,2,27,13.0504,13.4686
48,25,5,27,0.1737,0.0652
48,26,1,27,5.6226,8.6475
48,26,5,27,0.1423,0.5189
48,27,1,27,16.2026,13.2563
48,27,2,27,17.0891,8.4932
48,27,5,27,0.0071,0.0007
48,28,1,27,1.6202,1.6191
48,28,5,27,0.0084,0.0001
48,29,1,27,34.399,39.3503
48,29,2,27,10.8329,10.493
48,29,5,27,17.5869,17.7451
48,31,1,27,13.3282,6.2546
48,31,4,27,0.05,0.0118
48,31,5,27,0.0104,0.4287
48,32,1,27,0.1878,0.152
48,32,5,27,0.0056,0.1104
48,33,5,27,0.0025,0.0099
48,34,1,27,2.8475,14.012
48,34,5,27,0.1458,0.2938
48,35,1,27,1.0373,3.3298
48,36,1,27,2.2875,11.7418
48,36,5,27,0.0041,0.0002
48,37,1,27,6.8374,11.0305
48,37,5,27,0.2057,7.4896
48,38,1,27,0.0028,0.0036
48,39,1,27,29.2809,30.909
48,39,2,27,9.9738,10.2191
48,39,5,27,0.1436,0.2561
48,40,1,27,12.4394,25.8505
48,40,5,27,0.3129,1.3242
48,41,1,27,2.4425,10.0664
48,41,5,27,0.0001,0.2782
48,42,1,27,1.162,3.5396
48,42,5,27,0.0617,1.3683
48,44,5,27,0.0001,0.1278
48,45,1,27,6.5573,6.4072
48,45,2,27,15.3119,15.4896
48,45,5,27,0.0133,0.1029
48,47,1,27,19.3897,50.0051
48,47,5,27,0.0179,0.3343
48,48,1,27,1296.6199,1815.0957
48,48,2,27,206.391,166.0409
48,48,5,27,19.9982,34.9255
48,49,1,27,9.7702,14.811
48,49,5,27,0.0002,0.3375
48,51,1,27,9.6328,24.4293
48,51,2,27,5.6324,13.1303
48,51,5,27,0.0536,0.4441
48,53,1,27,7.3005,26.0422
48,54,1,27,0.2861,0.3513
48,55,1,27,8.2325,34.8796
48,55,5,27,0.2001,0.8248
48,56,1,27,0.0057,0.1008
49,1,1,27,0.0018,0.7769
49,1,5,27,0.0042,0.0001
49,6,1,27,1.6678,1.7735
49,6,5,27,0.0044,0.0519
49,8,1,27,3.0356,4.9275
49,8,5,27,0.1112,0.2386
49,16,1,27,5.0689,8.1477
49,16,5,27,0.1538,0.0066
49,18,5,27,0.1112,0.2227
49,20,1,27,0.0001,0.0673
49,30,1,27,0.2488,0.8022
49,30,5,27,0.0001,0.0836
49,32,1,27,14.2959,10.7387
49,32,5,27,0.0001,0.1631
49,38,1,27,0.0472,0.004
49,41,1,27,4.0443,4.0253
49,41,5,27,0.0001,0.0152
49,48,5,27,0.0001,0.0073
49,49,1,27,198.3348,287.0729
49,49,5,27,1.6794,8.2056
49,53,5,27,0.1988,0.2302
49,56,1,27,2.4694,9.1063
50,1,1,27,0.2313,0.8339
50,5,1,27,0.2177,0.8202
50,6,1,27,0.3475,0.9091
50,6,5,27,0.0692,0.1618
50,8,5,27,0.0001,0.0052
50,9,1,27,3.8324,0.8321
50,9,5,27,0.0003,0.3886
50,11,5,27,0.0095,0.0002
50,13,1,27,3.1927,8.3056
50,13,5,27,0.0001,0.9911
50,17,1,27,0.2608,0.8311
50,18,1,27,2.0725,2.2267
50,20,4,27,0.0001,0.0095
50,24,1,27,0.3398,1.0207
50,25,1,27,2.5443,1.8685
50,25,5,27,0.0001,0.2241
50,27,1,27,0.7488,0.8141
50,28,1,27,0.2028,0.7748
50,29,1,27,1.6303,3.2239
50,33,1,27,28.5312,10.3119
50,33,5,27,0.0001,0.0075
50,34,1,27,25.1558,6.7676
50,34,5,27,0.0001,0.0191
50,36,1,27,169.5766,30.2404
50,36,5,27,0.1269,0.2561
50,37,1,27,9.3195,3.8245
50,39,1,27,4.1554,7.906
50,39,5,27,0.0932,0.1736
50,42,1,27,6.6085,6.5774
50,44,1,27,7.3504,0.0389
50,45,1,27,0.2409,0.2337
50,48,1,27,3.2219,5.6835
50,48,4,27,0.0381,0.1794
50,48,5,27,0.0001,0.0165
50,49,1,27,0.8125,2.6221
50,50,1,27,32.2145,13.5252
50,50,5,27,0.0762,0.2368
50,51,1,27,0.8006,3.253
50,51,5,27,0.0001,0.1131
50,55,1,27,6.681,8.2736
51,1,1,27,25.4435,12.7532
51,1,5,27,0.0001,0.3733
51,4,1,27,2.4287,4.8574
51,5,1,27,0.8055,0.8162
51,6,1,27,5.7967,5.1578
51,6,2,27,7.2828,2.8539
51,6,5,27,0.1002,0.1771
51,8,1,27,9.7965,9.7677
51,9,1,27,23.3489,11.6024
51,9,2,27,38.5283,16.8551
51,10,1,27,55.8483,26.7256
51,11,1,27,0.2678,0.8119
51,11,5,27,0.0039,0.0001
51,12,1,27,7.1064,9.6479
51,12,5,27,0.2707,0.6334
51,13,1,27,47.5881,33.6754
51,13,5,27,0.1941,0.2041
51,17,1,27,53.9585,61.8556
51,17,5,27,0.2126,0.2017
51,18,1,27,61.1671,25.7824
51,19,1,27,6.5285,6.5636
51,19,2,27,9.0435,4.5542
51,19,5,27,40.7621,15.4896
51,20,1,27,6.7671,7.6344
51,21,1,27,9.0099,10.0091
51,22,1,27,5.1505,4.4177
51,23,1,27,0.3526,0.9021
51,24,1,27,22.6734,21.8571
51,24,2,27,25.2725,9.6272
51,24,5,27,0.2139,0.4471
51,25,1,27,35.2488,27.5753
51,25,2,27,76.3377,33.7488
51,26,1,27,31.645,16.8889
51,26,5,27,0.0259,0.0367
51,27,1,27,11.9498,11.1249
51,27,2,27,23.5532,8.9677
51,27,5,27,0.0991,0.2812
51,28,1,27,2.3345,2.7457
51,29,1,27,22.6465,17.9928
51,33,1,27,0.2423,0.2487
51,34,1,27,44.4691,48.2086
51,34,2,27,39.1226,16.5005
51,34,5,27,0.1957,0.2183
51,36,1,27,41.0763,44.4785
51,36,2,27,26.9723,12.0794
51,36,5,27,0.3838,0.7377
51,37,1,27,105.8373,69.7408
51,37,2,27,9.0696,3.6546
51,37,5,27,0.2151,0.2068
51,38,2,27,28.2424,10.6617
51,39,1,27,76.6382,48.4749
51,39,5,27,0.1459,0.326
51,40,1,27,0.058,1.3359
51,41,1,27,0.1475,0.1588
51,41,5,27,0.1106,0.1252
51,42,1,27,226.1808,144.2268
51,42,2,27,33.9671,13.0479
51,42,5,27,0.2081,0.2032
51,44,1,27,0.2433,0.2828
51,44,5,27,0.0064,0.0002
51,45,1,27,58.6985,56.3753
51,45,5,27,0.0001,0.0044
51,46,2,27,6.9187,2.053
51,47,1,27,51.9648,31.7985
51,47,5,27,0.1286,0.1957
51,48,1,27,46.6326,43.2003
51,48,2,27,6.2839,2.5721
51,48,5,27,0.2,0.2005
51,49,1,27,1.8132,11.9914
51,50,1,27,0.1895,0.1821
51,50,5,27,0.1576,0.1767
51,51,1,27,615.7493,595.2534
51,51,2,27,29.8556,28.4775
51,51,5,27,0.7176,0.695
51,53,1,27,0.2282,0.2615
51,54,1,27,38.6109,16.2293
51,54,5,27,0.0008,0.3444
51,55,1,27,40.4988,30.4667
51,56,1,27,0.1097,0.7169
